xAcc,yAcc,zAcc,xGyro,yGyro,zGyro,label
12.05,2.98,-8.74,-16.97,7.39,32.41,walk
9.25,-0.52,-7.29,-17.21,-0.92,33.33,walk
8.64,-0.59,-6.33,-18.62,-4.58,8.18,walk
6.22,0.26,-5.08,-25.33,-5.8,3.6,walk
6.56,2.22,-3.7,-22.4,-12.76,7.81,walk
4.96,2.48,-4.01,-6.96,-17.46,4.39,walk
3.87,1.6,-5.32,4.7,-4.09,-3.36,walk
4.58,0.57,-6.59,7.75,10.93,-4.39,walk
4.14,0.77,-6.55,6.96,22.22,-6.84,walk
6.65,0.13,-6.71,7.51,26.79,-18.74,walk
8.06,0.15,-7.3,0.67,16.3,-28.69,walk
5.74,1.93,-7.08,8.48,0.92,-16.97,walk
4.64,2.17,-7.42,23.01,9.09,-29.48,walk
17.3,-2.18,-7.31,14.77,12.08,-53.53,walk
9.56,-4.68,-8.83,8.42,-35.71,-29.24,walk
7.61,1,-8.25,7.02,-14.89,-28.5,walk
6.31,2.29,-6.88,17.15,7.81,-3.23,walk
6.25,-0.88,-6.18,23.99,14.65,-3.23,walk
5.37,-2.52,-5.36,6.59,8.42,-11.11,walk
5.47,-2.29,-5.07,-3.97,-1.16,-8.85,walk
4,-0.49,-5.16,-13.12,-7.57,-2.99,walk
3.25,-0.17,-6.38,-13.31,-3.48,16.17,walk
4.06,-0.87,-6.84,-13.67,2.99,30.52,walk
6.28,0,-7.08,-14.71,6.41,28.14,walk
7.07,0.18,-8.42,-7.2,3.48,20.02,walk
9.08,0.73,-8.76,-9.4,15.56,28.26,walk
13.9,-0.57,-7.89,-6.04,-13.43,41.56,walk
12.9,0.94,-8.72,-9.16,-8.97,40.59,walk
7.75,-1.88,-7.48,-28.02,-8.42,18.98,walk
6.17,-2.09,-6.58,-37.84,1.28,19.53,walk
7.04,0.8,-4.75,-41.63,-3.85,20.39,walk
6.64,2.83,-4.48,-30.58,-16.36,21.55,walk
6.11,2.76,-4.19,-15.87,-22.52,20.2,walk
4.54,1.06,-5.93,4.09,-16.3,6.96,walk
4.23,0.33,-6.3,9.64,2.14,-13.49,walk
4.83,1.65,-5.64,9.64,11.72,-23.5,walk
6.32,1.21,-5.8,16.36,8.97,-21.48,walk
7.43,-0.67,-7.32,10.86,3.91,-23.86,walk
5.21,1.08,-6.89,15.38,5.62,-21.12,walk
9.87,-0.39,-8.55,24.35,20.75,-36.44,walk
12.01,-4.89,-8.54,21.79,1.77,-38.21,walk
12.43,-0.9,-7.59,7.75,-25.39,-23.19,walk
6.7,2.72,-7.34,20.08,-12.88,-18.62,walk
7.23,-0.99,-7.29,37.6,0.49,-4.21,walk
5.95,-2.29,-5.68,27.28,6.23,-18.68,walk
4.84,-1.44,-4.33,13.24,3.85,-16.66,walk
4.49,-2.19,-4.45,4.88,-2.75,-3.42,walk
4.52,-1.53,-5.24,-1.4,-5.74,8.67,walk
5.25,-0.99,-6.83,-2.56,-5.49,16.11,walk
4.45,-0.85,-6.73,-5.74,1.46,16.42,walk
6.05,-0.24,-6.39,-9.77,10.07,27.28,walk
6.56,-1.66,-8.36,-5.68,1.71,29.91,walk
7.28,-0.61,-7.68,-18.98,23.56,38.76,walk
14.95,0.03,-8.74,-13.98,8.85,41.08,walk
12.87,5.77,-7.79,-14.71,-1.04,31.01,walk
9.36,-1.33,-6.88,-8.67,-9.95,16.78,walk
8.63,-1.27,-5.89,-13.18,-5.19,-8.06,walk
5.91,1.44,-4.13,-14.1,-8.18,-13.92,walk
6.77,3.45,-3.26,2.56,-16.85,-9.64,walk
5.57,2.7,-4.58,24.54,-21.61,-12.02,walk
4.26,0.7,-6,34.67,-8.12,-23.38,walk
4.85,-0.3,-6.75,34.42,4.09,-29.36,walk
4.38,-0.4,-6.37,29.11,13.06,-27.47,walk
6.86,-0.87,-6.39,18.86,16.97,-28.87,walk
8.18,-0.33,-7.49,4.15,4.76,-22.95,walk
5.2,1.14,-7.3,6.41,2.08,-18.07,walk
12.84,-0.92,-7.5,9.22,18.13,-38.45,walk
8.27,-4.49,-7.38,-2.2,-19.35,-32.71,walk
10.8,1.31,-7.44,0.49,-13.12,-19.65,walk
7.33,2.76,-6.92,12.57,-1.04,-17.7,walk
7.75,-1.29,-6.32,23.8,2.14,0.18,walk
5.97,-2.31,-5.59,8.73,2.26,-3.42,walk
5.09,-1.92,-4.35,-7.14,-0.12,-5.55,walk
4.75,-1.46,-4.38,-15.38,-5.74,8.3,walk
5.83,-0.45,-5.45,-14.77,-6.84,17.82,walk
5.86,-0.54,-6.22,-14.04,-5.19,16.6,walk
3.95,-0.55,-6.19,-15.56,3.6,15.87,walk
6.07,-1.41,-6.56,-16.11,15.5,27.22,walk
6.46,-1.03,-7.53,-13.61,14.71,32.53,walk
8.45,0.59,-8.04,-16.85,27.59,31.13,walk
16.83,1.41,-8.74,-9.77,8.85,33.2,walk
9.51,3.98,-6.09,-0.92,-1.53,26.12,walk
9.19,-1.04,-6.63,-9.4,-5.55,14.04,walk
6.98,-2.37,-5.76,-19.17,0.18,-1.22,walk
6.73,1.15,-5.06,-22.83,-3.85,1.59,walk
7.57,3.7,-4.58,-7.32,-11.84,10.5,walk
6.27,2.13,-4.9,7.51,-20.02,1.04,walk
4.43,0.8,-6.24,12.45,-15.87,-4.94,walk
4.32,-0.65,-6.67,9.46,0.18,-7.69,walk
5.01,0.43,-6.24,3.05,11.29,-11.05,walk
5.6,2.08,-5.85,4.09,16.36,-13.67,walk
7.4,-0.14,-7.48,4.7,13.79,-20.39,walk
6.49,0.44,-7.08,2.14,14.22,-16.6,walk
6.5,0.49,-9.87,8,23.68,-25.39,walk
15.96,-1.73,-6.98,7.26,16.91,-31.25,walk
9.87,-1.38,-6.82,3.3,-5.68,-25.45,walk
7.45,0.75,-6.74,7.39,-16.72,-23.25,walk
7.13,2.28,-5.59,21.55,-5.98,-9.4,walk
6.85,-1.28,-5.81,23.07,-8.97,-0.92,walk
6.49,-2.88,-5.9,12.21,-8.24,-10.25,walk
5.23,-2.14,-5.7,-5.68,-12.94,-4.15,walk
4.32,-1.31,-5.56,-14.1,-7.51,8.85,walk
5.08,-0.29,-5.95,-16.05,-0.92,18.86,walk
5.63,-0.51,-5.43,-13.67,1.1,19.53,walk
4.31,-0.9,-6.13,-13.24,3.91,18.55,walk
7.43,-0.25,-6.52,-11.41,10.01,27.4,walk
5.47,0.07,-8.81,-7.57,17.52,23.5,walk
10.29,0.81,-7.05,-5.55,22.58,34.3,walk
9.8,1.47,-6.96,-2.26,2.99,31.8,walk
12.02,0.53,-7.3,-5.07,-0.06,14.71,walk
7.41,-1.71,-6.96,-12.02,-3.85,6.04,walk
7.58,-0.8,-5.45,-21.85,2.56,-0.06,walk
7.37,1.6,-4.99,-16.11,-7.63,0.67,walk
6.42,2.05,-5.15,-3.6,-14.95,0.12,walk
5.31,1.95,-5.25,6.23,-14.65,-3.66,walk
4.03,0.29,-6.1,12.45,-4.82,-7.75,walk
4.54,-0.01,-6.69,10.07,5.49,-12.51,walk
4.93,0.47,-6.3,7.69,11.47,-12.33,walk
7.25,-0.54,-6.96,5.43,14.47,-20.26,walk
8.3,0.15,-7.38,-3.91,4.76,-16.54,walk
4.32,1.36,-6.64,0.98,0.67,-14.22,walk
8.87,0.5,-7.78,9.22,18.68,-24.9,walk
10.47,-2.89,-6.72,9.64,-8.18,-25.57,walk
13.45,-2.45,-7.72,6.1,-20.32,-22.28,walk
7.08,2.04,-7.13,6.65,-14.89,-18.98,walk
7.13,0.13,-6.82,22.46,-0.73,-2.01,walk
5.8,-2.76,-6.29,17.88,8.24,-6.65,walk
5.56,-2.82,-5.16,-0.92,9.89,-6.53,walk
5.14,-2.54,-4.88,-12.27,1.95,1.22,walk
5.22,-1.33,-5.34,-21.24,-5.92,14.71,walk
5.37,-1.25,-6.4,-23.99,-8.48,25.7,walk
4.53,-1.29,-6.25,-25.57,-7.32,25.82,walk
6.38,-0.09,-5.73,-24.54,-1.22,28.26,walk
7.28,-1.51,-7.24,-16.54,-9.7,29.85,walk
4.35,-1.69,-7.34,-23.13,11.66,31.31,walk
8.44,-0.68,-6.52,-21.55,12.39,38.94,walk
13.05,4.68,-6.23,-21.18,0.06,40.89,walk
12.4,2.79,-6.99,-8.79,7.26,43.7,walk
9.96,0.51,-8.73,3.3,11.78,13.18,walk
7.18,0.62,-6.9,3.48,21.12,-0.55,walk
5.49,1.29,-4.3,8.54,18.74,-4.27,walk
5.26,0.67,-3.6,17.09,9.95,-7.14,walk
5.42,1.58,-3.63,21.48,-4.39,-16.6,walk
5.56,0.89,-6.18,26.25,-15.44,-23.32,walk
5.12,-0.01,-8.02,21.48,-11.9,-23.07,walk
4.45,-0.91,-8.31,15.2,-0.31,-16.72,walk
6.71,-2.51,-8.09,-0.55,10.86,-16.3,walk
6.46,0.75,-7.44,-14.22,-0.12,-7.63,walk
5.25,2.51,-7.62,-2.62,13.73,-13.06,walk
10.77,1.02,-7.36,1.65,22.4,-27.4,walk
11.26,-2.59,-7.55,10.56,-11.11,-41.81,walk
10.55,1.32,-7.19,11.6,-26.86,-34.91,walk
6.59,1.97,-6.58,28.14,-14.83,-26.49,walk
6.45,-0.36,-6.03,33.75,-3.72,-17.82,walk
5.58,-2.43,-5.64,23.44,2.14,-23.07,walk
5.13,-3.06,-5.99,4.52,2.81,-14.83,walk
4.57,-1.71,-5.04,-9.22,0.55,-2.56,walk
4.91,-0.43,-5.7,-11.35,-0.98,10.93,walk
4.73,-0.17,-6.01,-9.83,2.32,15.14,walk
3.99,-0.38,-6.29,-6.84,9.52,15.26,walk
7.02,-1.08,-7.02,-4.7,11.84,21.12,walk
6.04,-1.34,-8.84,-5.07,3.85,19.71,walk
7.74,-0.36,-8.93,-12.94,14.71,26.67,walk
15.19,2.36,-9.57,-7.63,-7.87,32.47,walk
11.84,2.16,-6.21,3.36,-16.85,19.17,walk
8.15,-1.53,-6.57,-9.28,-12.27,1.95,walk
6.76,-1.24,-6.46,-13.12,0.24,-0.67,walk
5.83,1.22,-5.44,-12.88,3.6,0.61,walk
5.67,1.48,-4,-4.82,1.65,2.01,walk
6,0.88,-4.38,4.15,-2.26,-5.43,walk
7.39,1.65,-5.37,13.12,-13.24,-7.45,walk
5.96,0.93,-7.57,16.91,-17.76,-8.36,walk
4.59,-0.32,-6.84,12.57,-5.8,-11.9,walk
4.51,-0.23,-5.87,7.26,5.19,-14.53,walk
5.97,-0.92,-6.36,0.37,6.47,-17.21,walk
7.04,1.58,-7.21,-4.39,5.31,-6.16,walk
9.22,-0.09,-9.15,8.36,16.54,-12.57,walk
13.44,-5.62,-7.47,-2.38,-6.96,-24.96,walk
9.21,2.67,-5.3,-10.07,-13.43,-10.74,walk
7.82,2.28,-5.61,14.22,-1.77,-11.78,walk
8.17,0.13,-6.73,29.72,6.35,-7.2,walk
7.04,-3.1,-6.7,22.03,2.69,-8,walk
6.43,-2.42,-5.29,4.09,2.14,-13.85,walk
4.72,-0.8,-4.19,-2.08,-3.91,-6.41,walk
5.1,-0.81,-4.83,-1.77,-7.32,5.13,walk
5.79,-1.45,-6.36,-4.15,-6.59,7.81,walk
5.18,-1.56,-5.99,-10.38,-4.03,6.65,walk
3.31,-0.01,-6.25,-12.02,5.37,10.8,walk
8.31,-0.18,-6.35,-5.07,11.6,14.47,walk
4.4,-0.82,-9.14,-2.87,10.25,13.49,walk
9.58,-1.09,-8.41,-11.17,24.11,31.86,walk
12.45,1.32,-8.1,-14.65,1.89,29.42,walk
13.28,2.42,-6.88,-10.31,0,23.68,walk
8.04,-1.39,-6.35,-16.17,-8.3,11.78,walk
7.19,-1.23,-5.46,-22.03,-3.85,4.58,walk
6.04,1.03,-4.75,-19.96,-2.62,5,walk
6.77,2.76,-4.35,-5.86,-6.23,6.1,walk
5.86,2.17,-4.84,8.85,-8.48,1.16,walk
4.6,0.67,-6.06,16.97,-1.89,-6.47,walk
4.83,-0.54,-6.66,15.01,7.87,-11.23,walk
4.71,0.07,-5.98,10.07,14.53,-18.19,walk
6.01,1,-6.3,9.28,14.28,-20.69,walk
7.21,-0.38,-7.17,4.03,9.16,-23.32,walk
6.08,0.74,-7.48,5.98,5.8,-19.17,walk
17.82,-3.58,-10.97,7.2,7.51,-28.44,walk
6.79,-0.95,-5.94,-15.26,-18.49,-23.32,walk
8.95,2.2,-6.44,11.41,-4.7,-21.42,walk
7.91,0.19,-7.56,28.08,5.25,-15.56,walk
7.55,-2.95,-7.72,21.48,5.25,-5.55,walk
6.54,-2.69,-6.12,5.86,5.25,-11.54,walk
4.66,-1.66,-4.5,-5.49,-2.99,-5.74,walk
4.48,-1.8,-4.32,-9.4,-8.42,7.75,walk
4.99,-1.44,-5.57,-13.49,-11.84,16.48,walk
4.93,-1.42,-6.06,-17.58,-9.46,20.57,walk
3.08,-0.72,-6.31,-19.29,-0.31,24.35,walk
7.33,-0.69,-6.56,-14.95,5.55,31.01,walk
6.52,-0.73,-8.3,-9.83,3.42,30.88,walk
5.32,-0.76,-8.24,-13.49,27.53,32.65,walk
13.34,-0.58,-7.9,-10.86,16.91,37.72,walk
10.62,5.37,-6.24,-3.54,0.79,30.46,walk
10.53,-0.94,-7.18,6.23,-14.83,22.58,walk
6.89,-2.51,-7,-5.8,-5,3.3,walk
6.03,0.23,-5,-16.91,1.65,-3.48,walk
6.48,2.95,-3.78,-4.03,-2.99,1.95,walk
6.97,2.25,-4.74,12.94,-12.33,-5.13,walk
5.03,1.45,-5.99,21.55,-15.14,-15.5,walk
3.89,0.03,-7.4,24.29,-3.54,-21.12,walk
4.43,-0.35,-6.7,17.64,10.44,-25.33,walk
6.11,0.63,-5.99,11.17,9.52,-26.98,walk
6.44,-0.44,-7.19,4.7,2.69,-27.16,walk
4.56,1.81,-6.86,6.23,3.72,-16.54,walk
11.98,-1.08,-9.6,20.75,21.55,-30.33,walk
8.16,-5.21,-7.29,1.34,0.55,-35.77,walk
11.18,2.78,-6.3,6.16,-4.58,-14.16,walk
7.04,1.28,-6.3,20.26,-0.49,-8.3,walk
7.7,-0.73,-6.76,28.02,-1.4,-4.15,walk
6.1,-2.64,-6.38,16.24,-3.17,-7.14,walk
5.78,-1.81,-5.29,-1.77,-7.87,-8.79,walk
4.79,-1.43,-4.92,-7.81,-14.59,1.16,walk
4.83,-0.62,-5.38,-10.93,-16.72,12.27,walk
5.16,-0.83,-6.36,-10.86,-11.47,15.14,walk
4.03,-1.11,-6.16,-15.5,-4.52,12.21,walk
6.27,-0.26,-6.25,-15.56,4.27,24.41,walk
7.1,-0.86,-7.74,-7.45,2.44,25.02,walk
7.99,0.72,-8.34,-12.63,16.48,32.35,walk
16.04,2.64,-9.14,-4.94,2.99,43.03,walk
12.45,1.61,-6.69,4.15,-0.79,17.7,walk
7.88,-1.76,-6.25,-8.12,-6.23,2.32,walk
7.19,-1.5,-4.78,-18.74,-2.87,-3.17,walk
6.16,1.07,-4.66,-15.14,-9.46,-2.26,walk
7.34,2.69,-4.95,-6.71,-15.38,3.6,walk
6.34,1.98,-5.09,5.68,-18.92,-1.83,walk
4.87,0.26,-6.47,13.12,-9.03,-9.83,walk
5.12,-0.63,-6.4,10.62,3.66,-16.48,walk
5.08,0.63,-5.41,3.72,6.53,-14.59,walk
5.63,1.58,-4.99,7.08,7.26,-11.54,walk
6.52,-0.41,-6.97,6.59,6.9,-18.01,walk
6.49,1.22,-7.42,5.25,12.08,-11.11,walk
8.27,0.59,-9.03,15.63,24.23,-19.17,walk
15.17,-5.14,-7.8,16.42,8.24,-48.34,walk
10.06,0.71,-4.6,-4.27,-13,-21.48,walk
6.85,2.19,-5.96,16.36,-3.72,-21.97,walk
7.69,1.14,-7.17,35.16,6.53,-6.9,walk
6.98,-2.68,-7.52,30.33,5.55,-3.6,walk
7.04,-2.86,-5.78,11.23,5.07,-9.89,walk
5.7,-1.91,-4.83,-2.62,-5.8,-6.16,walk
4.89,-0.7,-4.88,-6.29,-9.64,-1.53,walk
5.07,-0.2,-5.02,-6.16,-6.41,3.6,walk
3.91,-1.15,-5.46,-7.75,-2.14,4.7,walk
5.67,-1.35,-6.28,-10.93,6.65,17.94,walk
6.68,-0.42,-7.61,-7.75,9.03,28.14,walk
5.09,-0.55,-8.33,-13.67,28.63,35.16,walk
11.84,-0.3,-5.99,-11.35,22.71,51.57,walk
12.41,2.22,-7.12,-10.93,7.57,46.14,walk
11.08,-0.43,-7.23,-11.23,-3.36,30.88,walk
8.67,-0.2,-5.48,-18.31,-4.03,10.38,walk
6.49,0.23,-5.26,-13.79,-7.14,-4.7,walk
6.6,2.11,-4.19,-8.85,-9.7,-0.31,walk
6.55,2.23,-4.54,3.3,-19.96,-0.92,walk
4.64,1.11,-6.1,12.51,-16.17,-6.23,walk
4.54,0.07,-6.78,14.28,0.61,-11.47,walk
5.48,0.24,-6.75,7.81,9.77,-13.98,walk
5.58,0.82,-6.41,2.93,9.16,-12.63,walk
7.25,-0.67,-7.14,-0.85,6.35,-16.6,walk
7.07,0.76,-7.75,-6.04,0.31,-12.27,walk
4.57,3.72,-7.05,6.16,9.16,-19.47,walk
9.52,-0.41,-5.66,16.42,23.44,-47.3,walk
10.44,-4.27,-9.06,17.46,-11.47,-38.27,walk
10.94,-2.59,-7.33,2.08,-19.04,-24.05,walk
6.16,2.02,-6.6,-0.37,-4.88,-12.39,walk
5.13,1.11,-5.52,7.81,1.16,10.5,walk
6.57,-1.61,-5.08,1.77,5.92,8.61,walk
6.68,-3.24,-5.83,-13.79,-5.37,12.57,walk
6.12,-2.5,-6.23,-28.93,-8,15.32,walk
5.33,1.08,-6.1,-34.18,-5.55,10.74,walk
4.98,0.85,-5.92,-21.06,-0.73,11.84,walk
4.93,-0.57,-5.82,-14.34,-0.92,10.44,walk
5.21,0.01,-6.16,-10.44,8.54,14.65,walk
6.24,-0.29,-7.32,-4.33,11.35,19.71,walk
5.6,-1.06,-8.51,-9.28,29.05,31.98,walk
15.04,-1.23,-8.01,-6.47,7.45,50.84,walk
10.02,2.45,-7.49,-13.18,-9.03,36.38,walk
3.57,-0.66,-5.64,-5.37,13.06,10.74,walk
5.73,-2.08,-5.49,-8,23.01,21.36,walk
5.37,-1.6,-6.8,-17.82,26,29.48,walk
17.42,3.15,-8.03,-26.49,3.17,62.81,walk
13.58,2.3,-8.6,-8.67,-7.45,36.56,walk
10.42,-2.18,-7.03,-10.31,-11.96,20.32,walk
7.28,-2.35,-5.14,-25.33,-10.31,1.34,walk
4.66,0.62,-3.32,-34.06,-9.52,15.87,walk
6.46,3.48,-3.33,-20.94,-11.47,37.72,walk
6.66,1.71,-5.42,-2.2,-12.63,28.38,walk
5.72,1,-6.7,-0.18,-3.3,11.35,walk
6.73,-0.06,-7.12,1.46,3.42,4.64,walk
6.56,0.77,-6.14,-1.46,3.91,5.43,walk
6.5,0.49,-5.38,-1.28,-2.38,-1.53,walk
5.58,0.09,-6.42,-3.17,-1.53,-9.34,walk
6.79,1.68,-7.23,-3.66,8.48,-3.97,walk
6.64,1.64,-7.43,0.67,9.09,-6.59,walk
5.91,2,-7.68,11.72,22.03,-31.19,walk
11.46,0.01,-6.35,14.59,30.33,-57.25,walk
8.74,-1.76,-6.78,14.28,-6.29,-49.07,walk
9.1,0.75,-5.57,19.1,-0.06,-36.38,walk
6.08,1.46,-6.59,23.19,3.23,-28.14,walk
7,-0.67,-7.5,32.17,12.57,-18.98,walk
7.59,-2.05,-6.82,19.41,8.91,-18.86,walk
6.99,-1.47,-5.93,6.77,0,-17.27,walk
5.63,-1.8,-6.02,-5.19,-7.93,-8.91,walk
5.21,-0.84,-5.97,-10.25,-9.95,-0.73,walk
5.42,-0.45,-6.42,-10.56,-10.99,6.1,walk
4.77,-1.06,-6.43,-9.89,-10.44,5.98,walk
5.36,-0.81,-6.61,-9.34,-0.79,11.72,walk
6.28,-0.95,-6.97,-6.04,5.92,15.2,walk
4.17,-1.77,-7.3,-10.19,23.62,26.37,walk
10.89,-0.32,-6.95,-10.8,16.05,53.89,walk
10.5,2.28,-8.25,-9.95,8.24,39.86,walk
9.25,-0.42,-7.36,-13.55,3.97,32.78,walk
7.42,-1.01,-6.29,-21.85,0.73,25.63,walk
7.02,0.68,-5.74,-24.48,-5.25,24.6,walk
7.51,1.91,-5.35,-19.23,-14.34,26.55,walk
6.18,2.04,-5.2,-10.93,-25.21,25.15,walk
4.8,0.83,-6.64,-4.21,-16.97,11.96,walk
4.58,1.06,-6.67,-0.12,0.67,-1.1,walk
5.11,1.16,-6.3,2.87,7.57,-6.84,walk
6.01,1.49,-5.93,5.92,3.42,-13.49,walk
7.11,1.26,-6.75,9.46,1.59,-21.67,walk
6.37,0.14,-7.88,3.66,2.56,-29.36,walk
9.24,-1.01,-9.24,1.28,8.12,-35.71,walk
13.77,-2.65,-9.3,-8.18,-11.41,-45.17,walk
8.72,1.7,-5.16,-9.7,-10.38,-18.37,walk
6.62,2.39,-5.66,9.28,-6.71,-10.8,walk
6.54,0.6,-5.57,20.81,5.86,-13.98,walk
7.74,-2.42,-5.96,13.06,2.93,-6.9,walk
6.92,-2.91,-5.98,-5.8,-5.92,-1.4,walk
5.7,-1.18,-5.88,-16.66,-6.16,2.99,walk
5.34,-0.14,-5.78,-18.92,-2.32,9.22,walk
5.26,0.52,-5.6,-11.84,3.6,9.77,walk
5.5,-1.02,-5.49,-7.87,1.34,6.77,walk
3.5,-0.96,-6.02,-10.56,9.16,14.59,walk
5.25,-2.06,-6.38,-13.31,25.33,29.05,walk
4.01,-1.54,-7.1,-16.3,25.21,32.9,walk
13.53,1.59,-6.42,-22.77,16.78,62.13,walk
13.85,3.23,-9.13,-12.39,-0.37,57.74,walk
10.07,-2.07,-7.94,-14.34,-9.03,43.7,walk
7.99,-1.57,-6.57,-24.96,-7.08,25.63,walk
5.73,0.45,-4.46,-29.42,-12.15,26.86,walk
7.49,2.45,-4.48,-23.07,-24.17,42.6,walk
6.01,2.06,-4.91,-13.67,-35.1,47.18,walk
4.64,0.49,-6.23,-7.51,-20.39,31.86,walk
5.64,0.06,-6.84,-13.37,-1.28,23.38,walk
5.76,1.15,-6.13,-23.07,10.44,13.49,walk
6.41,2.48,-5.73,-20.2,15.5,0.92,walk
7.06,1.32,-6.42,-14.1,11.47,-3.3,walk
5.9,0.66,-6.06,-14.53,9.64,-6.77,walk
7.06,1.58,-5.68,-8.42,12.88,-9.16,walk
13.16,2.02,-4.76,0.31,8.91,-23.74,walk
10.49,-0.28,-7.87,10.99,-0.67,-22.89,walk
9.3,0.6,-7.42,15.14,-2.26,-31.13,walk
6.61,2.26,-6.18,22.28,6.29,-31.62,walk
6.68,0.34,-5.75,30.64,7.93,-26.49,walk
6.88,-1.88,-5.92,28.02,3.3,-28.2,walk
6.02,-1.88,-6.02,15.32,-4.09,-24.9,walk
5.62,-0.82,-5.82,6.9,-5.68,-16.91,walk
5.95,-0.07,-6.32,7.45,-8.3,-7.14,walk
6.03,-0.11,-6.61,11.05,-8.67,-5.68,walk
4.56,-1.28,-6.64,9.28,-7.51,-6.04,walk
4.14,-2.01,-6.65,0.79,5.62,7.26,walk
6.96,-1.92,-7.18,-5.86,5.74,20.87,walk
7.18,0.39,-9.14,-9.28,6.84,25.51,walk
12.64,0.8,-8.87,-9.52,7.81,33.69,walk
9.41,1.26,-7.73,-14.71,-3.17,41.02,walk
8.11,-1.31,-6.12,-28.69,-4.7,19.65,walk
6.09,-0.4,-4.39,-37.9,-6.41,21.85,walk
7.23,2.25,-4.68,-32.29,-11.05,22.58,walk
8.78,2.31,-5.87,-21.06,-18.92,23.8,walk
6.43,2.38,-5.35,-10.62,-20.14,9.77,walk
5.31,1.01,-6.24,4.03,-7.32,-1.83,walk
5.34,0.84,-6.1,6.84,3.54,-9.22,walk
5.05,0.99,-5.63,5.74,5.92,-11.84,walk
5,1.57,-5.31,7.63,5.8,-14.47,walk
6.54,0.07,-6.17,9.09,5.86,-24.17,walk
7.7,0.54,-7.66,1.83,6.59,-23.19,walk
5.54,1.4,-8.32,10.44,14.83,-24.17,walk
19.25,-2.54,-11.8,10.99,17.03,-56.64,walk
8.76,-1.5,-5.95,-6.04,-4.39,-26.31,walk
8.26,1.76,-5.9,7.75,-7.14,-22.46,walk
6.11,1.94,-4.95,20.39,-2.32,-14.22,walk
6.66,-1.35,-5.76,24.48,-4.03,-2.44,walk
6.3,-3.88,-6.23,7.51,-6.29,-0.37,walk
5.15,-1.84,-5.99,-12.39,-4.03,3.54,walk
4.5,-0.43,-5.58,-18.49,-0.06,18.07,walk
5.31,0.66,-5.77,-12.82,6.96,17.7,walk
4.99,-0.08,-5.47,-8.06,10.93,8.97,walk
5.39,-0.59,-6.05,-3.66,10.56,9.95,walk
7.73,-0.81,-6.91,-0.79,4.46,15.44,walk
3.53,-0.59,-8.39,-7.69,18.92,20.75,walk
11.38,-1.23,-6.9,-14.71,19.71,48.4,walk
14.26,3.71,-8.52,-16.11,-0.12,54.81,walk
10.6,-1.78,-7.94,-20.69,-12.21,31.31,walk
7.92,-1.78,-6.96,-33.39,-7.39,17.64,walk
5.72,-0.52,-5.34,-45.1,-4.33,15.26,walk
7.54,2.6,-3.65,-36.44,-12.88,26.86,walk
6.53,3.68,-3.85,-15.08,-26.61,23.38,walk
4.95,2.26,-4.55,3.48,-25.27,9.34,walk
4.06,1.06,-5.98,15.2,-7.51,-7.87,walk
4.26,-0.59,-6.67,15.38,11.47,-19.35,walk
3.97,0.77,-5.93,7.87,24.78,-15.26,walk
8.08,-0.53,-6.74,4.39,19.1,-15.26,walk
7.47,1.25,-7.81,1.95,10.99,-14.34,walk
5.61,1.47,-8.3,17.46,14.4,-21,walk
22.53,-5.02,-10.57,15.93,6.04,-50.23,walk
8.07,-2.75,-5.06,-11.41,-17.4,-28.02,walk
7.35,2.54,-6.12,-1.71,-11.35,-20.57,walk
5.68,3.12,-4.68,12.57,0.79,-3.66,walk
7.35,-0.15,-5.36,25.27,-1.71,6.23,walk
7.25,-3.47,-6.54,15.2,-6.41,-4.27,walk
5.48,-2.64,-5.66,-5.55,-8,-1.1,walk
5.35,-0.67,-5.63,-8.12,-6.9,5.8,walk
4.97,1.2,-5.54,-5.74,-2.69,10.5,walk
5.11,-0.54,-4.94,3.54,-1.04,8.61,walk
4.6,-0.37,-5.37,4.88,10.99,8.06,walk
7.61,-0.99,-6.25,9.52,10.5,4.7,walk
5.83,-0.56,-9.26,4.64,18.13,-2.44,walk
14.46,0.16,-8.2,-3.05,16.78,28.2,walk
11.1,2.28,-7.79,-5.68,-0.67,16.97,walk
9.94,-2.19,-7.17,-7.75,-6.29,-1.71,walk
7,-2.44,-5.61,-21.91,-3.6,-1.04,walk
6.42,-0.81,-4.53,-26.06,-5,-2.38,walk
7.09,2.31,-4.83,-21.97,-9.22,6.96,walk
5.74,2.07,-4.39,-4.58,-11.29,6.35,walk
5.29,0.57,-6.28,2.62,-2.08,1.77,walk
5.4,-0.57,-6.49,2.38,8,-1.28,walk
5.01,-0.04,-6.17,-3.6,12.08,-5.07,walk
5.33,1.34,-5.38,-2.01,10.99,-3.3,walk
6.28,-0.03,-5.9,2.99,7.87,-7.51,walk
6.85,0.34,-6.52,-3.85,0.31,-3.6,walk
4.83,1.77,-7.32,15.32,14.28,-7.14,walk
20.1,-1.65,-11.17,14.71,20.57,-43.27,walk
9.04,-4.16,-7.35,2.26,-20.51,-18.01,walk
8.84,2.81,-6.37,16.97,-14.4,-25.27,walk
5.99,2.87,-6.08,27.83,-5.13,-11.05,walk
6.75,-1.46,-7.25,36.99,0.98,-2.62,walk
6.52,-4.13,-7.09,13.85,2.75,-6.59,walk
5.55,-1.74,-5.16,-9.83,-4.03,-3.23,walk
5.48,-0.82,-4.35,-11.9,-10.01,9.28,walk
